tau,regular_loss,naughty_loss
5536, 1.325034, 1.201879
5568, 0.230286, 1.618431
5568, 0.524079, 1.433867
5568, 0.968768, 1.175405
5568, 1.335440, 1.216834
5600, 0.214906, 1.657976
5600, 0.416663, 1.538681
5600, 0.975543, 1.165562
5600, 1.312295, 1.195014
5632, 0.228207, 1.650146
5632, 0.372549, 1.560889
5632, 0.983391, 1.182886
5632, 1.315938, 1.205121
5664, 0.238869, 1.633955
5664, 0.380979, 1.567910
5664, 0.978315, 1.178539
5664, 1.328894, 1.217850
5696, 0.238233, 1.630849
5696, 0.382496, 1.559259
5696, 0.975477, 1.191291
5696, 1.349121, 1.225089
5728, 0.269979, 1.605031
5728, 0.391973, 1.553238
5728, 0.992284, 1.185502
5728, 1.309915, 1.200313
5760, 0.216921, 1.642713
5760, 0.432894, 1.534193
5760, 0.976773, 1.189040
5760, 1.321335, 1.207857
5792, 0.228612, 1.618416
5792, 0.420446, 1.521722
5792, 0.965459, 1.181101
5792, 1.325859, 1.212574
5824, 0.243814, 1.617149
5824, 0.412190, 1.519190
5824, 0.975977, 1.190834
5824, 1.309570, 1.194160
5856, 0.212278, 1.656742
5856, 0.405439, 1.540879
5856, 0.992222, 1.200830
5856, 1.353663, 1.240118
5888, 0.235430, 1.631979
5888, 0.316081, 1.634917
5888, 0.973548, 1.182217
5888, 1.335240, 1.215195
5920, 0.230613, 1.645014
5920, 0.346087, 1.572030
5920, 0.962066, 1.186756
5920, 1.352229, 1.218824
5952, 0.233655, 1.625767
5952, 0.306292, 1.632031
5952, 0.981606, 1.185151
5952, 1.353824, 1.241393
5984, 0.236687, 1.619842
5984, 0.481662, 1.466694
5984, 0.977241, 1.186482
5984, 1.348178, 1.247321
6016, 0.213009, 1.652586
6016, 0.353503, 1.577895
6016, 0.982654, 1.192340
6016, 1.335822, 1.217218
6048, 0.228051, 1.644158
6048, 0.379105, 1.563604
6048, 0.964924, 1.186540
6048, 1.318636, 1.207585
6080, 0.216099, 1.663472
6080, 0.426374, 1.509533
6080, 0.969257, 1.198194
6080, 1.354036, 1.233055
6112, 0.229279, 1.633557
6112, 0.397438, 1.532669
6112, 0.947693, 1.178569
6112, 1.309722, 1.201640
6144, 0.226464, 1.653246
6144, 0.316163, 1.619224
6144, 0.967486, 1.207988
6144, 1.286103, 1.172228
6176, 0.252349, 1.621306
6176, 0.464802, 1.488128
6176, 0.960694, 1.187616
6176, 1.364793, 1.244865
6208, 0.206933, 1.661919
6208, 0.367464, 1.568063
6208, 0.958919, 1.213413
6208, 1.308781, 1.193102
6240, 0.220330, 1.649611
6240, 0.411848, 1.542124
6240, 0.953451, 1.195269
6240, 1.358030, 1.237974
6272, 0.213946, 1.656019
6272, 0.378803, 1.570677
6272, 0.953586, 1.196932
6272, 1.333208, 1.210777
6304, 0.218099, 1.661895
6304, 0.421432, 1.523649
6304, 0.964445, 1.211544
6304, 1.331447, 1.229691
6336, 0.229222, 1.648640
6336, 0.481730, 1.482628
6336, 0.953767, 1.195827
6336, 1.312652, 1.205647
6368, 0.220216, 1.646668
6368, 0.395379, 1.543585
6368, 0.937197, 1.192184
6368, 1.312082, 1.199583
6400, 0.205213, 1.664468
6400, 0.408910, 1.540488
6400, 0.956023, 1.219028
6400, 1.340966, 1.234086
6432, 0.220064, 1.632638
6432, 0.445108, 1.502346
6432, 0.956042, 1.201167
6432, 1.296255, 1.197890
6464, 0.211817, 1.652532
6464, 0.404975, 1.532740
6464, 0.963711, 1.214276
6464, 1.289327, 1.184550
6496, 0.234381, 1.621956
6496, 0.420982, 1.513504
6496, 0.945126, 1.211288
6496, 1.315234, 1.206282
6528, 0.223971, 1.639525
6528, 0.382231, 1.565707
6528, 0.955716, 1.212176
6528, 1.362498, 1.247538
6560, 0.234574, 1.609191
6560, 0.351296, 1.581583
6560, 0.947615, 1.214738
6560, 1.338423, 1.230926
6592, 0.214807, 1.652135
6592, 0.353994, 1.582441
6592, 0.956292, 1.215962
6592, 1.333072, 1.219939
6624, 0.217035, 1.667856
6624, 0.350284, 1.585154
6624, 0.946943, 1.215836
6624, 1.310145, 1.192191
6656, 0.213758, 1.627986
6656, 0.320495, 1.599443
6656, 0.939784, 1.224296
6656, 1.344890, 1.226829
6688, 0.196217, 1.682699
6688, 0.337902, 1.591496
6688, 0.929669, 1.222119
6688, 1.340330, 1.231162
6720, 0.202805, 1.654077
6720, 0.400974, 1.565728
6720, 0.940009, 1.194071
6720, 1.296304, 1.186510
6752, 0.207903, 1.640405
6752, 0.395994, 1.542829
6752, 0.958327, 1.222561
6752, 1.338010, 1.223294
6784, 0.192585, 1.665517
6784, 0.444119, 1.498796
6784, 0.939372, 1.213325
6784, 1.317690, 1.199773
6816, 0.204198, 1.649883
6816, 0.341845, 1.579688
6816, 0.914644, 1.234814
6816, 1.328859, 1.223425
6848, 0.206772, 1.649677
6848, 0.459262, 1.485983
6848, 0.928446, 1.209256
6848, 1.314400, 1.206284
6880, 0.228249, 1.629099
6880, 0.308586, 1.628934
6880, 0.945051, 1.204795
6880, 1.323022, 1.209097
6912, 0.207895, 1.659708
6912, 0.359347, 1.583793
6912, 0.920363, 1.218432
6912, 1.301862, 1.196542
6944, 0.216983, 1.637283
6944, 0.409307, 1.545842
6944, 0.933981, 1.220730
6944, 1.338417, 1.230644
6976, 0.199202, 1.673822
6976, 0.431676, 1.511729
6976, 0.925404, 1.215315
6976, 1.329048, 1.217958
7008, 0.255995, 1.602399
7008, 0.343575, 1.595068
7008, 0.952228, 1.229225
7008, 1.301579, 1.190639
7040, 0.192187, 1.660661
7040, 0.367629, 1.562361
7040, 0.929880, 1.222260
7040, 1.340718, 1.222071
7072, 0.203243, 1.669658
7072, 0.386925, 1.565831
7072, 0.924669, 1.208518
7072, 1.341443, 1.234325
7104, 0.203582, 1.665607
7104, 0.438089, 1.493172
7104, 0.927357, 1.232772
7104, 1.327998, 1.219961
7136, 0.218052, 1.650484
7136, 0.336212, 1.589962
7136, 0.932341, 1.223149
7136, 1.302938, 1.193149
7168, 0.197832, 1.674493
7168, 0.363251, 1.563152
7168, 0.943689, 1.210702
7168, 1.307883, 1.203362
7200, 0.221937, 1.626220
7200, 0.313454, 1.628111
7200, 0.933827, 1.220113
7200, 1.352899, 1.239544
7232, 0.238101, 1.635718
7232, 0.388909, 1.533172
7232, 0.944520, 1.206905
7232, 1.322698, 1.221397
7264, 0.203066, 1.674992
7264, 0.313079, 1.624911
7264, 0.924481, 1.243028
7264, 1.358026, 1.231719
7296, 0.198794, 1.656634
7296, 0.333094, 1.599473
7296, 0.923730, 1.231657
7296, 1.325690, 1.224534
7328, 0.229160, 1.624975
7328, 0.373051, 1.548837
7328, 0.929216, 1.234798
7328, 1.315576, 1.198185
7360, 0.199984, 1.654211
7360, 0.289146, 1.622883
7360, 0.908249, 1.239371
7360, 1.308569, 1.215276
7392, 0.201510, 1.646429
7392, 0.350753, 1.584026
7392, 0.887965, 1.233861
7392, 1.315489, 1.198858
7424, 0.210532, 1.632530
7424, 0.360468, 1.571361
7424, 0.921593, 1.232322
7424, 1.302168, 1.200340
7456, 0.200254, 1.648581
7456, 0.354453, 1.576745
