tau,naughty_mean,naughty_tenant_number,state_r,upper_queue_buffer,link_queue_buffer,average_loss
12352, 155, 50, 0.987500, 1, 100, 1.714476
12384, 155, 50, 0.987500, 1, 100, 1.713122
12416, 155, 50, 0.987500, 1, 100, 1.708421
12448, 155, 50, 0.987500, 1, 100, 1.711442
12480, 155, 50, 0.987500, 1, 100, 1.710365
12512, 155, 50, 0.987500, 1, 100, 1.711064
12544, 155, 50, 0.987500, 1, 100, 1.716088
12576, 155, 50, 0.987500, 1, 100, 1.706712
12608, 155, 50, 0.987500, 1, 100, 1.710433
12640, 155, 50, 0.987500, 1, 100, 1.713909
12672, 155, 50, 0.987500, 1, 100, 1.711159
12704, 155, 50, 0.987500, 1, 100, 1.710272
12736, 155, 50, 0.987500, 1, 100, 1.712351
12768, 155, 50, 0.987500, 1, 100, 1.708855
12800, 155, 50, 0.987500, 1, 100, 1.707753
12832, 155, 50, 0.987500, 1, 100, 1.710035
12864, 155, 50, 0.987500, 1, 100, 1.714725
12896, 155, 50, 0.987500, 1, 100, 1.710509
12928, 155, 50, 0.987500, 1, 100, 1.714725
12960, 155, 50, 0.987500, 1, 100, 1.714987
12992, 155, 50, 0.987500, 1, 100, 1.707335
13024, 155, 50, 0.987500, 1, 100, 1.714210
13056, 155, 50, 0.987500, 1, 100, 1.711816
13088, 155, 50, 0.987500, 1, 100, 1.712295
13120, 155, 50, 0.987500, 1, 100, 1.708498
13152, 155, 50, 0.987500, 1, 100, 1.710979
13184, 155, 50, 0.987500, 1, 100, 1.709287
13216, 155, 50, 0.987500, 1, 100, 1.708658
13248, 155, 50, 0.987500, 1, 100, 1.712195
13280, 155, 50, 0.987500, 1, 100, 1.710517
13312, 155, 50, 0.987500, 1, 100, 1.709134
13344, 155, 50, 0.987500, 1, 100, 1.711679
13376, 155, 50, 0.987500, 1, 100, 1.712441
13408, 155, 50, 0.987500, 1, 100, 1.712490
13440, 155, 50, 0.987500, 1, 100, 1.709171
13472, 155, 50, 0.987500, 1, 100, 1.706799
13504, 155, 50, 0.987500, 1, 100, 1.713849
13536, 155, 50, 0.987500, 1, 100, 1.709478
13568, 155, 50, 0.987500, 1, 100, 1.716969
13600, 155, 50, 0.987500, 1, 100, 1.710578
13632, 155, 50, 0.987500, 1, 100, 1.714633
13664, 155, 50, 0.987500, 1, 100, 1.713627
13696, 155, 50, 0.987500, 1, 100, 1.712874
13728, 155, 50, 0.987500, 1, 100, 1.713137
13760, 155, 50, 0.987500, 1, 100, 1.712882
13792, 155, 50, 0.987500, 1, 100, 1.712648
13824, 155, 50, 0.987500, 1, 100, 1.714032
13856, 155, 50, 0.987500, 1, 100, 1.710638
13888, 155, 50, 0.987500, 1, 100, 1.708463
13920, 155, 50, 0.987500, 1, 100, 1.710276
13952, 155, 50, 0.987500, 1, 100, 1.710012
13984, 155, 50, 0.987500, 1, 100, 1.712263
14016, 155, 50, 0.987500, 1, 100, 1.708806
14048, 155, 50, 0.987500, 1, 100, 1.712959
14080, 155, 50, 0.987500, 1, 100, 1.712469
14112, 155, 50, 0.987500, 1, 100, 1.709481
14144, 155, 50, 0.987500, 1, 100, 1.707402
14176, 155, 50, 0.987500, 1, 100, 1.709636
14208, 155, 50, 0.987500, 1, 100, 1.707239
14240, 155, 50, 0.987500, 1, 100, 1.711380
14272, 155, 50, 0.987500, 1, 100, 1.713076
14304, 155, 50, 0.987500, 1, 100, 1.708923
14336, 155, 50, 0.987500, 1, 100, 1.714949
14368, 155, 50, 0.987500, 1, 100, 1.710118
14400, 155, 50, 0.987500, 1, 100, 1.708859
14432, 155, 50, 0.987500, 1, 100, 1.711542
14464, 155, 50, 0.987500, 1, 100, 1.709978
14496, 155, 50, 0.987500, 1, 100, 1.716447
14528, 155, 50, 0.987500, 1, 100, 1.711847
